"gvkey","Restate_Int","act","bkvlps","cogs","dltt","dp","dv","ebit","gdwl","ppent","revt","xlr","leverage_index","depre_index","saleadmin_index"
24617,0,174.175,15.9045,1079.83,268.856,94.784,0,70.391,19.535,939.495,1245.005,718.744,1.54359695708339,0.0916425838676025,0.577302099188357
24648,0,1.793,0.0096,6.503,0,0.049,0,-6.49,0,0.01,0.062,137.408,0,0.830508474576271,2216.25806451613
24658,1,473.915,5.3834,670.004,497.5,21.246,30.037,149.017,176.23,104.618,1001.27,137.408,1.04976630830423,0.168801245789106,0.137233713184256
24660,0,17.733,1.2549,51.834,4.823,0.572,0,-0.15,0,6.052,74.893,74.03,0.271978796593921,0.0863526570048309,0.988476893701681
24660,0,17.42,0.9542,53.766,4.776,0.549,0,-1.111,0,6.06,77.79,74.03,0.274167623421355,0.0830685428960508,0.951664738398252
24660,0,28.181,1.6106,67.383,4.956,0.613,0,4.206,0,6.762,100.765,82.987,0.175863170221071,0.0831186440677966,0.823569691857292
24660,0,29.786,1.7451,74.238,4.892,1.123,0,4.035,0,6.967,110.971,82.987,0.164238232726784,0.138813349814586,0.747826008596841
24660,0,25.045,1.2326,71.605,1.963,1.287,0,-2.161,0,4.139,101.269,82.987,0.0783789179476942,0.237191301142646,0.81947091410007
24668,0,151.069,3.8309,298.132,0,3.402,0,44.427,0,15.858,392.893,2.726,0,0.176635514018692,0.00693827581555284
24668,0,210.207,8.8087,166.907,0,8.574,0,56.99,80.321,92.752,305.562,74.03,0,0.0846179657738389,0.242274890202316
24668,0,657.7,7.3644,375.615,384.482,48.5,0,97.606,89,332.205,730.148,137.408,0.584585677360499,0.127395227275712,0.188191982995228
24668,0,380.901,5.9213,817.623,293.723,74.01,0,-111,19.11,427.396,976.988,137.408,0.77112688073804,0.147604934922997,0.140644511498606
24669,0,137.009,5.2039,529.47,0,2.4,0,12.706,43.813,6.336,562.676,74.03,0,0.274725274725275,0.131567722810285
24669,0,123.466,4.6223,531.865,0,2.5,0,10.025,40.772,6.8,569.409,2.726,0,0.268817204301075,0.00478741993891912
24669,0,90.8,4.2561,459.182,0,3.796,0,-0.162,40.772,5.055,489.087,2.726,0,0.428878092870862,0.00557365049571958
24669,0,87.115,4.7561,452.819,0,3.822,0,14.058,40.772,6.442,497.744,137.408,0,0.372369446609509,0.2760615898936
24670,0,212.17,7.9258,1007.496,140.5,4.039,0,121.7,3.351,248.562,1253.595,5.108,0.662204835744922,0.0159896437464618,0.00407468121682042
24670,0,290.582,2.559,63.903,258,43.6,0,-35.118,0.095,203.219,216.035,5.108,0.887873302544549,0.176647664888035,0.023644316893096
24699,0,909.118,3.0261,297.467,600,13.227,0,72.979,0,406.595,383.673,2.726,0.659980332586089,0.0315062097746188,0.00710500869229787
24699,0,1270.232,8.9225,359.006,600,29.616,0,289.225,0,423,677.847,2.726,0.472354656472204,0.0654329497852484,0.00402155648693584
24704,0,248.384,8.3928,33.881,205.924,24.935,0,86.095,204.963,238.77,242.093,137.408,0.82905501159495,0.0945564172086233,0.567583531948466
24708,0,48.672,23.207,48.179,55.585,17.11,5.725,36.992,29.031,125.709,102.281,137.408,1.14203238001315,0.119801987130564,1.34343621982577
24708,0,91.139,11.7837,77.862,50,24.51,6.632,52.986,35.583,138.573,155.358,137.408,0.548612558838697,0.150291569323596,0.884460407574763
24708,0,118.375,13.7291,94.457,50,26.686,8.839,65.598,39.344,155.753,186.741,74.03,0.422386483632524,0.146273548967052,0.396431421059114
24708,0,131.321,15.0288,106.294,73.311,31.525,10.029,69.522,40.237,198.23,207.341,82.987,0.558258009000845,0.137211377336728,0.400244042422869
24708,0,136.515,16.7878,125.96,69.551,38.889,11.301,76.854,40.361,217.015,241.703,74.03,0.509475149250998,0.151967143928973,0.306284986119328
24710,0,10.274,0.9832,5.285,0,0.036,0,-2.165,0,0.001,3.156,137.408,0,0.972972972972973,43.5386565272497
24720,0,356.599,8.9672,1063.649,125,15.547,4.236,79.994,33.018,139.207,1213.711,74.03,0.350533792859767,0.100462669785595,0.0609947508097068
24720,0,304.218,9.1193,1187.089,125,20.598,5.654,38.266,66.692,130.627,1312.18,5.108,0.41088955946065,0.136207637626054,0.00389275861543386
24720,0,241.661,9.3801,991.823,104.5,19,5.507,26.466,66.317,122.063,1102.544,137.408,0.432423932699112,0.134691591700162,0.124628132754793
24720,0,165.894,5.1101,794.089,4.803,21.2,5.51,-37.46,0,122.035,836.213,5.108,0.0289522225035263,0.148008517471288,0.00610849149678371
24720,0,76.867,1.3438,341.25,32.906,19.5,59.541,-66.074,0,108.802,337.84,5.108,0.428090077666619,0.151985160013094,0.0151195832346673
24741,0,357.463,4.5132,55.904,434.523,54.851,0,-25.072,228.182,458.638,245.538,137.408,1.21557475878622,0.106820204522395,0.559620099536528
24747,0,246.73,-10.1267,312.965,2135.053,134.469,578.48,227.604,26.704,644.059,945.728,137.408,8.65339845174888,0.172722111471906,0.14529336130473
24747,0,232.913,-10.1346,297.353,2046.565,130.389,0,214.969,4.187,574.503,911.896,82.987,8.78682168878508,0.184977273114179,0.0910048952950775
24747,0,275.699,-9.6872,312.086,2010.647,139.719,0,250.39,4.187,578.533,1001.375,82.987,7.29290639429233,0.194526433619398,0.0828730495568593
24755,0,261.916,18.5421,494.177,67.002,9.123,0,26.587,1.242,117.769,581.729,2.726,0.255814841399533,0.0718957853923021,0.0046860307806556
24755,1,213.762,17.0043,532.813,5.618,9.634,0,-17.982,0,156.859,579.564,74.03,0.0262815654793649,0.057864294594968,0.127733951729231
24755,0,188.692,15.3628,488.16,19.783,12.087,0,-14.326,0,171.595,541.378,82.987,0.104842812625866,0.0658039437723892,0.15328846018863
24755,0,172.15,14.921,457.196,52.356,15.742,0,15.036,0,169.204,541.771,137.408,0.304130119082196,0.0851167367772215,0.253627455142486
24755,0,147.804,15.5837,465.225,49.016,15.922,0,17.749,0,166.345,555.546,74.03,0.331628372709805,0.0873553632857292,0.133256292008223
24771,0,21.256,1.0444,19.052,0,0.41,0,-16.725,0,0.374,2.737,5.108,0,0.522959183673469,1.86627694556083
24781,0,23.392,0.1328,28.911,0,2.074,0,-4.4,0,1.077,26.585,5.108,0,0.658203744842907,0.192138423923265
24781,0,49.818,0.0927,52.382,0,0.942,0,-52.616,0,0.271,0.708,137.408,0,0.776586974443528,194.079096045198
24781,0,27.239,0.0831,30.276,0,0.17,0,-29.866,0,0.323,0.58,74.03,0,0.344827586206897,127.637931034483
24781,1,14.353,-0.0372,907.2,177.541,91.204,0,255.092,0,3.498,1268.872,137.408,12.3696091409461,0.963063082089079,0.108291458870556
24783,0,390.855,5.3396,1159.831,74.138,11.609,0,-4.285,159.175,31.783,1286.031,5.108,0.189681595476583,0.267537794985251,0.00397191047494189
24783,0,439.581,6.1517,1223.483,57.608,9.348,0,68.695,158.581,31.99,1414.704,2.726,0.131052070039424,0.226135758865935,0.00192690485076737
24783,0,542.856,7.1198,1341.285,81.08,13.723,0,80.597,180.952,54.377,1553.888,5.108,0.149358209175177,0.20151248164464,0.00328723820507012
24783,0,720.053,8.543,1878.015,53.292,18.639,0,106.4,221.545,61.388,2145.254,2.726,0.0740112186186295,0.232908893248529,0.00127071199960471
24783,0,655.89,10.5535,1992.423,6.53,27.256,0,121.889,319.685,70.928,2287.484,82.987,0.0099559377334614,0.277601238490996,0.0362787236981767
24792,0,104.688,8.2939,52.134,0.686,20.009,0.367,0.627,118.875,71.709,124.682,82.987,0.00655280452391869,0.218157831614296,0.665589259075087
24792,0,196.632,1.5002,6.354,0,19.965,0,-12.121,16.748,11.646,45.485,137.408,0,0.631583942298567,3.02095196218534
24792,0,71.939,0.7645,19.712,3.009,3.152,0,-5.671,16.748,4.222,33.675,2.726,0.0418271035182585,0.427447789530784,0.0809502598366741
24792,0,420.832,3.9695,1140,248.9,26.269,21.052,84.665,433.316,215.174,1376.818,82.987,0.591447418447266,0.108800006626823,0.0602744879860664
24792,0,818.326,5.5558,422.916,648.7,45.498,0,102.661,761.026,653.18,617.911,5.108,0.792715861404868,0.065120126868171,0.0082665626603184
24795,0,84.59,3.4995,45.973,0,7.475,0,-28.526,1.107,44.78,50.872,2.726,0,0.143048512104105,0.0535854694134298
24795,0,62.249,2.9021,47.951,0,4.75,0,-35.865,5.126,49.928,52.183,5.108,0,0.0868722338051867,0.0978862848053964
24795,0,173.319,5.0179,75.326,0,10.095,0,-17.428,18.53,54.308,112.396,137.408,0,0.156747356489605,1.22253460977259
24795,0,212.506,5.124,124.327,0,8.403,0,-7.166,26.233,54.838,182.755,2.726,0,0.132872661722617,0.0149161445651282
24795,0,262.994,6.2673,193.015,0,9.789,0,39.112,36.696,64.315,315.955,137.408,0,0.132098132354529,0.434897374626133
24797,0,408.228,3.124,135.578,414.359,91.865,0,14.081,62.49,514.421,467.089,74.03,1.01501856805511,0.151520899377521,0.158492278773424
24800,0,7791,6.7799,1449,2,196,524,2386,571,1022,5673,74.03,0.000256706456167373,0.160919540229885,0.013049532875022
24800,0,7049,8.115,1911,58,271,698,2712,1230,1482,7526,5.108,0.00822811746347,0.154592127780947,0.000678713792187085
24800,0,8821,9.6203,2296,91,385,862,2849,1325,1788,8871,2.726,0.0103162906699921,0.177174413253567,0.000307293428023898
24800,0,11723,10.8357,2958,142,456,982,3744,1517,2162,11142,2.726,0.0121129403736245,0.174178762414057,0.000244659845629151
24800,0,12570,12.1726,2546,187,635,1093,3245,1492,2387,10416,74.03,0.0148766905330151,0.21012574454004,0.00710733486943164
24803,0,105.054,1.163,61.656,99.47,39.359,0,-61.807,223.691,58.074,190.778,5.108,0.94684638376454,0.4039596440631,0.0267745756848274
24803,0,479.589,2.3149,2053.5,636.309,104.419,34.735,241.4,89,580.592,2748.212,74.03,1.32677980520821,0.152434048504331,0.0269375142820132
24803,0,506.91,4.8304,887.155,547.39,110.682,6.945,437.9,554.677,500.8,1772.881,82.987,1.07985638476258,0.181006145724649,0.0468091202962861
24810,0,985.3,20.8033,5838.1,1834.7,138.2,210.6,173.8,258.2,3080,6476.9,2.726,1.86207246523901,0.0429432602075694,0.000420880359431209
24810,0,1009.3,26.3338,5622.2,2066.1,135.1,227.4,386.9,265.7,3824.9,6509,74.03,2.04706232042009,0.0341161616161616,0.0113734828698725
24810,0,959.7,28.3239,6363.9,2992.9,165.6,245.4,318.8,256.5,5554.9,7282.6,137.408,3.11857872251745,0.0289485184861463,0.0188679867080438
24810,0,1124.5,32.5624,8713.6,3353.4,223.4,286.7,587.9,256.5,6722.9,10060,2.726,2.98212538906181,0.0321610065790421,0.000270974155069582
24810,0,869.9,31.6684,4308.9,3791.2,257.7,395,616.6,246.7,7716.7,5731.8,74.03,4.3582020921945,0.0323159109149278,0.0129156634913989
24837,0,18.478,4.9632,40.516,0,1.153,0,2.008,15.98,11.308,55.52,82.987,0,0.0925286895112752,1.49472262247839
24837,0,21.842,5.1783,42.233,0,1.06,0,2.14,15.98,11.253,57.546,137.408,0,0.086087874604077,2.38779411253606
24837,0,24.165,5.3888,40.797,0,1.231,0,2.421,15.98,10.677,56.501,74.03,0,0.103375881760161,1.31024229659652
24837,0,25.032,5.4964,41.776,0,1.23,0,1.273,15.98,10.543,56.364,74.03,0,0.104476344177355,1.31342701014832
24837,0,22.044,3.3774,38.981,0,1.292,0,-1.242,0,10.799,52.073,74.03,0,0.106856339426019,1.4216580569585
24841,0,49.055,10.3205,63.103,7.058,3.181,0,14.413,69.607,18.652,103.218,82.987,0.143879319131587,0.14569688086841,0.803997364800713
24841,0,64.033,12.0944,99.509,0,3.51,0,28.91,70.569,24.639,163.145,82.987,0,0.124693594799105,0.508670201354623
24841,0,110.337,15.4747,132.485,61.423,4.971,0,40.761,112.249,40.073,217.434,5.108,0.556685427372504,0.11035876032324,0.0234921861346432
24842,0,6114,11.4302,50010,4593.5,1339,546,11740,10251.758,6738.2,66387,6496.418,0.751308472358521,0.165775268657456,0.0978567791886966
24842,0,1192.356,8.2362,2208.777,1700,145.5,0.365,543.934,1463.992,1133.296,3357.773,2.726,1.42574868579518,0.113778898276191,0.000811847614475428
24843,0,514.804,0.6266,341.191,375,8.6,0,-209.317,0,42.05,140.474,82.987,0.728432568511511,0.169792694965449,0.590764127169441
24843,0,906.817,4.8697,733.667,200,14.6,0,-237.392,0,146.779,510.875,74.03,0.22055166588187,0.0904702594513536,0.144908245656961
24843,0,1336.308,4.0936,1004.673,900,19.3,0,-242.976,0,390.301,780.997,137.408,0.673497427239828,0.0471190255883164,0.17593921615576
24843,0,1036.068,2.5495,364.496,868.75,29.7,0,-242.294,0,636.922,840.109,137.408,0.838506738939915,0.0445529850499983,0.163559728559032
24843,0,906.682,2.9809,347.66,643.762,38.2,0,-156.367,0,780.058,758.419,5.108,0.710019609962478,0.0466845420393079,0.0067350633357023
24844,0,105.279,19.5845,224.719,0,128.24,40.691,40.958,149.478,127.802,618.572,82.987,0,0.500855328422681,0.134158998467438
24844,0,123.564,17.4094,184.117,0,70.139,98.904,71.659,159.438,91.562,497.694,74.03,0,0.433757366992165,0.148746016628692
24844,0,109.461,13.6813,158.163,0,48.688,98.25,82.278,188.17,75.669,424.624,137.408,0,0.391517968429602,0.323599231319944
24844,0,112.401,6.1321,128.412,0,47.012,39.061,74.229,0,57.867,359.448,82.987,0,0.448249887966132,0.230873450401727
24844,0,137.843,7.0592,91.506,0,41.914,45.502,64.145,0,41.295,289.706,137.408,0,0.503719549567955,0.474301533278565
24853,0,26.773,1.0355,8.808,0,1.715,0,2.159,0.308,8.801,43.212,82.987,0,0.163084823126664,1.92046190872906
24853,0,65.755,2.5374,14.225,0,2.73,0,-2.212,0.308,16.176,63.49,82.987,0,0.144398603617899,1.30708773035124
24853,0,74.377,2.9221,17.577,0,4.379,0,0.056,0.308,25.412,82.874,137.408,0,0.146990701889832,1.65803508941284
24853,0,48.358,2.84,22.496,0,6.893,0,0.022,4.292,32.345,104.01,74.03,0,0.175671542892094,0.711758484761081
24853,0,48.12,2.5686,23.845,0,9.295,0,-1.841,5.569,31.475,114.837,137.408,0,0.227986264410105,1.1965481508573
24856,0,3092.208,6.586,235.041,240.65,25.285,0,1119.502,0,242.568,2028.4,2.726,0.0778246482772181,0.0943987933680041,0.00134391638730034
24856,0,2429.206,3.9376,405.7,1380.939,27.62,0,1643.198,0,361.299,3026.139,82.987,0.568473402420379,0.0710173583702519,0.0274233933074456
24856,0,3028.292,3.7105,731.883,1300.621,36.888,0,2164.507,0,447.696,4230.045,137.408,0.429489956714874,0.0761230251101976,0.0324838151839992
24856,0,4300.281,4.5641,1075.524,1299.854,51.722,0,2689.392,0,528.799,5335.75,2.726,0.302271874791438,0.0890958294359722,0.000510893501382186
24856,0,4812.558,7.0765,1487.598,1155.443,107.96,0,3589.54,462.558,699.97,7011.383,82.987,0.240089158405987,0.133625437847338,0.0118360386246194
24869,0,340.14,4.8687,459.193,455.944,51.362,37.308,159.99,0,291.947,804.474,2.726,1.3404598106662,0.149608661584753,0.00338854953671592
24878,0,382.201,4.6944,7.3,507.294,52.957,0,-35.028,57.783,266.053,279.654,2.726,1.32729637023451,0.166004200495282,0.00974775973166842
24878,0,379.496,4.0654,12.422,499.998,73.87,0,-53.038,69.954,296.529,414.77,74.03,1.31753167358813,0.199433583783974,0.178484461267691
24878,1,720.434,4.3173,237.792,526.198,33.75,0,-12.617,81.724,330.746,258.925,5.108,0.730390292518121,0.0925936087090119,0.0197277203823501
24878,0,180.681,-2.9552,28.823,499.998,22.494,506.612,242.953,0,1.123,294.27,82.987,2.76729705945838,0.952449506711267,0.282009718965576
24878,0,315.836,-3.4801,20.073,450.148,0.991,319.02,297.12,0,0.171,318.184,2.726,1.42525867855469,0.852839931153184,0.00856736982374978
24888,0,60.31,3.5281,27.939,0,2.136,0,10.732,0,10.038,68.928,74.03,0,0.175455889600789,1.07401926648097
24888,0,87.253,4.1407,36.677,0,2.685,0,14.375,0,12.662,86.221,74.03,0,0.17495275949697,0.858607531807796
24888,0,66.593,4.8212,42.01,0,3.497,0,17.708,0,14.599,100.551,74.03,0,0.193247126436782,0.736243299420195
24888,0,113.364,5.7854,42.445,0,4.492,0,17.795,0,14.798,105.562,82.987,0,0.23286677034733,0.786144635380156
24888,0,108.342,6.6534,47.5,0,4.935,0,20.775,0,15.544,124.557,2.726,0,0.240978563406416,0.0218855624332635
24890,0,26.548,3.6768,26.18,1.24,0.795,0,1.838,4.474,6.41,46.872,137.408,0.0467078499321983,0.110340041637752,2.931558286397
24890,0,21.791,3.2254,23.62,1.145,1.284,0,-5.85,4.674,6.496,39.901,2.726,0.05254462851636,0.165038560411311,0.0683190897471241
24890,0,25.448,3.0577,23.33,0.177,1.465,0,-1.631,5.009,4.728,43.29,74.03,0.00695535994970135,0.236557403520103,1.71009471009471
24890,0,24.979,2.6342,25.037,0.226,1.561,0,-1.499,5.785,4.399,46.367,137.408,0.00904759998398655,0.261912751677852,2.96348696271055
24890,0,21.387,2.962,22.656,0.028,1.253,0,-1.726,5.765,5.547,40.406,82.987,0.00130920652732969,0.184264705882353,2.05382863931099
24893,1,672.529,20.0971,2906.863,12.932,129.8,54.683,246.254,112.476,1054.605,4701.289,137.408,0.01922891057486,0.10959089162913,0.0292277288207553
24893,0,623.981,10.0578,3496.213,8.606,152.4,358.075,313.898,113.494,1236.133,5607.376,82.987,0.013792086618022,0.10975612390919,0.0147996139370715
24893,0,667.986,10.4769,4113.27,736.087,181.9,96.742,310.451,668.85,1666.559,6591.773,5.108,1.10194974146165,0.0984062941076865,0.000774905325168206
24893,0,622.606,10.7354,5013.707,928.79,233.5,109.072,236.238,659.559,1900.117,7953.912,137.408,1.49177810686052,0.109438573089734,0.0172755242954662
24893,0,1055.38,11.4978,5022.01,738.848,255.3,19.833,303.449,658.254,1897.853,8031.62,74.03,0.700077697132786,0.1185703013209,0.0092173185484373
24898,0,38.986,2.2316,5.288,0,0.925,0,-16.236,0,2.972,11.337,74.03,0,0.237362073389787,6.52994619387845
24898,0,24.308,1.3518,8.234,0,2.136,0,-14.842,5.773,2.567,25.583,5.108,0,0.454178184137784,0.199663839268264
24898,0,30.306,0.9182,7.158,0,0.671,0,-9.766,0,2.142,27.663,82.987,0,0.238535371489513,2.99992770126161
24898,0,25.938,0.7353,6.555,0,0.57,0,-5.857,0,1.937,29.545,74.03,0,0.227363382528919,2.50566931798951
24898,0,23.03,0.6571,6.219,0,0.456,0,-2.348,0,1.661,29.808,137.408,0,0.215399149740198,4.60976918947933
24907,0,2.351,-0.1208,1.029,10.34,0.728,0,-12.547,0,6.814,0.238,137.408,4.39812845597618,0.0965261203924688,577.344537815126
24912,0,6.638,0.101,17.192,0.075,0.254,0,-2.178,0.129,0.5,21.864,82.987,0.0112985839108165,0.336870026525199,3.79560007317966
24912,0,3.603,-0.0485,2.559,0,0.204,0,-3.628,0.097,0.445,4.117,5.108,0,0.314329738058552,1.24070925431139
24912,0,24.713,6.4998,3.948,0.012,0.3,0,-4.393,3.945,1.335,5.66,82.987,0.000485574394043621,0.18348623853211,14.6620141342756
24912,0,25.632,2.9402,12.865,0,1.298,0,-6.303,6.342,2.447,20.696,137.408,0,0.346595460614152,6.63935059914959
24912,0,24.654,2.5703,15.99,0.405,1.775,0,-5.534,6.679,3.357,31.317,137.408,0.0164273545874909,0.345869056897896,4.38764888079957
24922,0,18.234,1.2903,32.75,3.596,0.564,0,1.306,8.841,3.213,46.749,2.726,0.197213995831962,0.149324861000794,0.0583114077306466
24922,0,70.536,3.6688,85.653,0.007,0.992,0,8.75,9.146,4.444,119.36,5.108,9.92401043438811e-05,0.182487122884474,0.0427949061662198
24922,0,92.645,3.5136,76.806,0.005,1.5,0,6.594,7.256,5.651,111.113,5.108,5.39694532894382e-05,0.20976087260523,0.0459712184892857
24922,0,73.843,4.2649,91.731,5.201,2.031,0,7.309,7.256,21.882,135.44,82.987,0.0704332164186179,0.0849328816961485,0.612721500295334
24922,0,74.146,4.5315,67.015,4.445,2.42,0,3.09,7.256,22.312,102.54,82.987,0.0599492892401478,0.0978489406437005,0.809313438658085
24925,0,498.207,14.5392,663.198,620.958,64.126,18.151,264.899,1353.712,97.462,1453.731,74.03,1.24638553854121,0.3968487758992,0.050924139335269
24925,0,627.495,16.9384,762.714,726.881,76.695,20.402,337.653,1651.208,107.003,1700.734,74.03,1.15838532577949,0.417505906433385,0.0435282648550567
24925,0,951.137,20.1616,956.196,727.489,87.458,22.954,438.354,1706.083,107.513,2102.049,137.408,0.764862475121881,0.448569274404911,0.0653685998756451
24925,0,858.307,22.333,1020.166,1033.689,97.917,25.887,489.661,2118.852,112.463,2306.371,2.726,1.20433481260202,0.465429223310201,0.00118194340806401
24925,0,870.745,25.8656,901.432,1040.962,100.998,29.823,407.828,2388.432,109.493,2049.668,137.408,1.19548432663983,0.479820989971068,0.0670391497549847
24934,0,117.392,3.6815,126.204,142.362,12.818,10.646,63.403,313.448,48.53,383.158,82.987,1.21270614692654,0.208939166721001,0.216586891047557
24934,0,187.536,4.2221,131.396,255.263,14.02,12.386,68.353,381.749,61.172,434.876,137.408,1.36114132753178,0.186456005958081,0.315970529530257
24934,0,199.965,4.7522,293.537,278.283,21.502,19.425,87.425,415.075,67.95,678.873,2.726,1.39165854024454,0.240374726110093,0.00401547859467087
24945,1,236.913,7.9242,157.272,163.519,19.072,0,-3.189,0,186.042,232.525,2.726,0.690206953607442,0.0929824390339031,0.0117234705945597
24945,0,826.925,15.9701,3249.629,515.4,133.5,0.3,568.5,457,723.985,4426.2,2.726,0.62327296913263,0.15568785459804,0.000615878179928607
24945,0,126.204,5.8095,68.985,184.744,13.224,0,-0.524,0,63.547,156.548,137.408,1.46385217584229,0.172252543278061,0.87773717965097
24945,0,195.255,0.9675,316.851,455.806,40.16,0,24.935,49.094,442.426,537.064,137.408,2.3344139714732,0.0832183279249709,0.255850326962895
24965,0,105.172,7.1904,378.214,0,14.116,55.692,55.481,0,75.92,455.522,82.987,0,0.156781731751744,0.182180004478379
24965,0,128.463,7.7102,357.579,0,14.392,36.249,44.492,0,74.096,425.097,137.408,0,0.162643522285508,0.323239166590214
24965,0,320.024,11.0831,397.018,0,17.668,144.235,200.453,0,71.289,636.308,72.882,0,0.198612812932091,0.114538871112732
24965,0,261.756,12.2303,449.301,0,21.504,376.093,416.462,0,68.208,903.017,14.9,0,0.239700374531835,0.0165002430740507
24965,0,87.36,7.6456,325.227,0,16.369,264.244,149.126,0,79.15,507.727,16.4,0,0.171369046995886,0.0323008230801198
24966,0,357.581,-1.7632,474.701,293.539,46.904,1.013,109.921,178.28,236.264,813.978,137.408,0.820902117282518,0.165640185331676,0.168810459250741
24966,0,304.495,9.7503,257.574,143.75,9.452,0,71.715,48.676,259.491,468.894,82.987,0.472093137818355,0.0351449935488189,0.176984563675372
24966,0,240.825,12.0144,149.551,0,22,0,12.148,34.841,226.27,291.372,5.108,0,0.0886132033673017,0.0175308540285271
24966,0,179.01,5.996,562.621,318.576,26.859,0,9.76,71.156,306.279,714.356,82.987,1.77965476789006,0.0806242458080435,0.116170368835707
24975,0,947.479,8.3548,119.035,7.265,168.844,0,-47.284,728.979,170.195,991.931,74.03,0.00766771611824642,0.498007603844985,0.0746322072805467
24978,0,438.59,8.4552,536.912,0,38.26,19.557,37.943,29.068,127.739,998.093,82.987,0,0.230483316164555,0.0831455585802125
24978,0,493.2,8.4928,581.963,0,32.274,19.212,45.97,30.833,131.224,1017.907,74.03,0,0.197396910053946,0.0727276656904806
24978,0,496.581,8.814,587.141,0,35.326,18.755,93.684,32.06,128.036,1124.591,2.726,0,0.216243679680709,0.00242399236700276
24978,0,490.003,9.1673,579.874,0,37.963,17.794,96.898,29.744,142.145,1117.204,82.987,0,0.210779088102694,0.07428097285724
24978,0,512.987,8.9278,560.132,0,40.748,11.59,-24.378,31.113,143.436,950.799,2.726,0,0.221235286452678,0.00286706233388971
24982,0,87.934,2.8035,25.162,0,2.641,0,19.565,0,9.271,94.398,5.108,0,0.22170920080591,0.0541113159177101
24982,0,122.533,3.8357,37.719,0,3.137,0,33.33,0,19.914,141.68,74.03,0,0.136089540583923,0.522515527950311
24996,0,12.366,0.2093,5.41,0,0.035,0,-3.52,0,0.131,1.925,2.726,0,0.210843373493976,1.4161038961039
25000,0,168.473,6.9043,216.465,190.315,15.402,14.971,62.283,64.488,64.678,491.515,70.94,1.12964688703828,0.192332667332667,0.144329267672401
25013,0,12.008,0.1843,2.952,0,0.114,0,-1.516,0,0.235,7.636,82.987,0,0.326647564469914,10.8678627553693
25013,0,12.802,0.2352,2.638,0,0.094,0,-0.524,0,0.166,7.146,2.726,0,0.361538461538462,0.381472152253009
25013,0,10.733,0.1632,2.537,0,0.098,0,-2.807,0,0.269,6.004,5.108,0,0.267029972752044,0.850766155896069
25013,0,470.04,-12.4793,160.61,552.15,13.954,0,100.56,204.963,492.61,497.717,5.108,1.17468726065867,0.0275463712383825,0.0102628602197634
25013,0,475.964,-3.6128,235.041,288.669,138.2,49.879,115.298,272.29,849.241,870,82.987,0.606493348236421,0.139957729120018,0.0953873563218391
25020,0,115.219,7.7339,313.926,1.877,13.386,0,11.616,0,66.791,438.738,2.726,0.0162907159409472,0.166955610711301,0.00621327534884145
25021,1,450.916,2.1735,820.957,259.896,15.973,0,158.357,121.088,108.147,1131.043,2.726,0.576373426536206,0.128689977441186,0.00241016477711281
25021,0,542.492,3.5069,775.214,259.931,14.93,0,121.689,121.088,109.386,1043.491,82.987,0.479142549567551,0.120097171723672,0.0795282374261014
25021,0,710.252,4.5873,1659.589,1279.64,62.507,0,178.16,845.523,304.551,2242.171,5.108,1.8016703930436,0.170291888475391,0.00227814916881897
25021,0,703.101,0.1127,1795.749,1111.712,69.368,0,130.964,640.939,233.937,2381.907,2.726,1.5811554812182,0.228707077034668,0.00114446113975063
25021,0,648.778,2.0069,1638.428,1004.875,67.848,0,187.757,640.073,197.901,2244.248,2.726,1.54887342049206,0.255308580653173,0.00121466076832863
25031,0,8.908,-13.4602,51.908,114.795,12.556,0,1.525,7.08,61.962,78.718,5.108,12.8867310282892,0.168496202259857,0.0648898600066058
25033,0,13.669,0.6373,18.985,0,3.371,0,-15.782,2.564,2.836,32.224,2.726,0,0.543096503947156,0.0845953326713009
25033,0,19.321,0.5859,18.193,0,1.535,0,-16.144,2.564,2.4,28.988,82.987,0,0.390088945362135,2.86280529874431
25047,0,57.119,1.113,4.672,0,0.203,0,-8.641,0,0.38,28.334,137.408,0,0.34819897084048,4.84958000988212
25047,0,60.741,1.1877,6.662,0,0.227,0,-8.924,0,0.297,32.662,82.987,0,0.433206106870229,2.54078133610924
25047,0,56.459,1.0247,6.487,0,0.248,0,-11.296,0,0.774,37.058,137.408,0,0.2426614481409,3.70791731879756
25047,0,48.016,0.885,9.505,0,0.322,0,-8.434,0,0.861,54.113,74.03,0,0.272189349112426,1.36806312715983
25047,0,64.465,1.2155,11.66,0,0.3,0,12.594,0,0.771,72.411,74.03,0,0.280112044817927,1.02235848144619
25056,0,13463,13.6699,22375,20238,3268,466,7531,40458,13659,43652,6496.418,1.5032310777687,0.193064335085957,0.148822917621186
25056,1,10851,15.5546,22201,35233,3579,876,7877,40953,16775,44224,9076,3.24698184499124,0.175837673184632,0.205227930535456
25056,0,12451,16.2917,23688,37304,4412,871,8729,41749,18048,46482,11824,2.99606457312666,0.196438112199466,0.254378038810722
25056,0,16602,11.786,23483,37916,4590,901,8748,34530,18433,46984,11824,2.28382122635827,0.199365851539765,0.251660139621999
25056,0,13007,28.8531,13759,15357,998,897,4905,29795,3963,25785,3941,1.1806719458753,0.201169119129208,0.152840798914097
25062,0,198.681,11.8383,548.68,275.436,94.942,0,352.167,1148.292,310.136,1266.627,290.639,1.38632279885847,0.234379551592533,0.22945902779587
